ID	市县（英文）	市县（中文）	地区	省/直辖市
101181006	zhecheng	柘城	商丘	河南
101181007	ningling	宁陵	商丘	河南
101181008	xiayi	夏邑	商丘	河南
101181009	yongcheng	永城	商丘	河南
101181101	jiaozuo	焦作	焦作	河南
101181102	xiuwu	修武	焦作	河南
101181103	wuzhi	武陟	焦作	河南
101181104	qinyang	沁阳	焦作	河南
101181106	boai	博爱	焦作	河南
101181107	wenxian	温县	焦作	河南
101181108	mengzhou	孟州	焦作	河南
101181201	hebi	鹤壁	鹤壁	河南
101181202	xunxian	浚县	鹤壁	河南
101181203	qixian	淇县	鹤壁	河南
101181301	puyang	濮阳	濮阳	河南
101181302	taiqian	台前	濮阳	河南
101181303	nanle	南乐	濮阳	河南
101181304	qingfeng	清丰	濮阳	河南
101181305	fanxian	范县	濮阳	河南
101181401	zhoukou	周口	周口	河南
101181402	fugou	扶沟	周口	河南
101181403	taikang	太康	周口	河南
101181404	huaiyang	淮阳	周口	河南
101181405	xihua	西华	周口	河南
101181406	shangshui	商水	周口	河南
101181407	xiangcheng	项城	周口	河南
101181408	dancheng	郸城	周口	河南
101181409	luyi	鹿邑	周口	河南
101181410	shenqiu	沈丘	周口	河南
101181501	luohe	漯河	漯河	河南
101181502	linying	临颍	漯河	河南
101181503	wuyang	舞阳	漯河	河南
101181601	zhumadian	驻马店	驻马店	河南
101181602	xiping	西平	驻马店	河南
101181603	suiping	遂平	驻马店	河南
101181604	shangcai	上蔡	驻马店	河南
101181605	runan	汝南	驻马店	河南
101181606	biyang	泌阳	驻马店	河南
101181607	pingyu	平舆	驻马店	河南
101181608	xincai	新蔡	驻马店	河南
101181609	queshan	确山	驻马店	河南
101181610	zhengyang	正阳	驻马店	河南
101181701	sanmenxia	三门峡	三门峡	河南
101181702	lingbao	灵宝	三门峡	河南
101181703	mianchi	渑池	三门峡	河南
101181704	lushi	卢氏	三门峡	河南
101181705	yima	义马	三门峡	河南
101181706	shanxian	陕县	三门峡	河南
101181801	jiyuan	济源	济源	河南
101190101	nanjing	南京	南京	江苏
101190102	lishui	溧水	南京	江苏
101190103	gaochun	高淳	南京	江苏
101190104	jiangning	江宁	南京	江苏
101190105	luhe	六合	南京	江苏
101190106	jiangpu	江浦	南京	江苏
101190107	pukou	浦口	南京	江苏
101190201	wuxi	无锡	无锡	江苏
101190202	jiangyin	江阴	无锡	江苏
101190203	yixing	宜兴	无锡	江苏
101190204	xishan	锡山	无锡	江苏
101190301	zhenjiang	镇江	镇江	江苏
101190302	danyang	丹阳	镇江	江苏
101190303	yangzhong	扬中	镇江	江苏
101190304	jurong	句容	镇江	江苏
101190305	dantu	丹徒	镇江	江苏
101190401	suzhou	苏州	苏州	江苏
101190402	changshu	常熟	苏州	江苏
101190403	zhangjiagang	张家港	苏州	江苏
101190404	kunshan	昆山	苏州	江苏
101190405	wuzhong	吴中	苏州	江苏
101190407	wujiang	吴江	苏州	江苏
101190408	taicang	太仓	苏州	江苏
101190501	nantong	南通	南通	江苏
101190502	haian	海安	南通	江苏
101190503	rugao	如皋	南通	江苏
101190504	rudong	如东	南通	江苏
101190507	qidong	启东	南通	江苏
101190508	haimen	海门	南通	江苏
101190509	tongzhou	通州	南通	江苏
101190601	yangzhou	扬州	扬州	江苏
101190602	baoying	宝应	扬州	江苏
101190603	yizheng	仪征	扬州	江苏
101190604	gaoyou	高邮	扬州	江苏
101190605	jiangdu	江都	扬州	江苏
101190606	hanjiang	邗江	扬州	江苏
101190701	yancheng	盐城	盐城	江苏
101190702	xiangshui	响水	盐城	江苏
101190703	binhai	滨海	盐城	江苏
101190704	funing	阜宁	盐城	江苏
101190705	sheyang	射阳	盐城	江苏
101190706	jianhu	建湖	盐城	江苏
101190707	dongtai	东台	盐城	江苏
101190708	dafeng	大丰	盐城	江苏
101190709	yandu	盐都	盐城	江苏
101190801	xuzhou	徐州	徐州	江苏
101190802	tongshan	铜山	徐州	江苏
101190803	fengxian	丰县	徐州	江苏
101190804	peixian	沛县	徐州	江苏
101190805	pizhou	邳州	徐州	江苏
101190806	suining	睢宁	徐州	江苏
101190807	xinyi	新沂	徐州	江苏
101190901	huaian	淮安	淮安	江苏
101190902	jinhu	金湖	淮安	江苏
101190903	xuyi	盱眙	淮安	江苏
101190904	hongze	洪泽	淮安	江苏
101190905	lianshui	涟水	淮安	江苏
101190906	huaiyinqu	淮阴区	淮安	江苏
101190908	huaianqu	淮安区	淮安	江苏
101191001	lianyungang	连云港	连云港	江苏
101191002	donghai	东海	连云港	江苏
101191003	ganyu	赣榆	连云港	江苏
101191004	guanyun	灌云	连云港	江苏
101191005	guannan	灌南	连云港	江苏
101191101	changzhou	常州	常州	江苏
101191102	liyang	溧阳	常州	江苏
101191103	jintan	金坛	常州	江苏
101191104	wujin	武进	常州	江苏
101191201	taizhou	泰州	泰州	江苏
101191202	xinghua	兴化	泰州	江苏
101191203	taixing	泰兴	泰州	江苏
101191204	jiangyan	姜堰	泰州	江苏
101191205	jingjiang	靖江	泰州	江苏
101191301	suqian	宿迁	宿迁	江苏
101191302	shuyang	沭阳	宿迁	江苏
101191303	siyang	泗阳	宿迁	江苏
101191304	sihong	泗洪	宿迁	江苏
101191305	suyu	宿豫	宿迁	江苏
101200101	wuhan	武汉	武汉	湖北
101200102	caidian	蔡甸	武汉	湖北
101200103	huangpi	黄陂	武汉	湖北
101200104	xinzhou	新洲	武汉	湖北
101200105	jiangxia	江夏	武汉	湖北
101200106	dongxihu	东西湖	武汉	湖北
101200201	xiangyang	襄阳	襄阳	湖北
101200202	xiangzhou	襄州	襄阳	湖北
101200203	baokang	保康	襄阳	湖北
101200204	nanzhang	南漳	襄阳	湖北
101200205	yicheng	宜城	襄阳	湖北
101200206	laohekou	老河口	襄阳	湖北
101200207	gucheng	谷城	襄阳	湖北
101200208	zaoyang	枣阳	襄阳	湖北
101200301	ezhou	鄂州	鄂州	湖北
101200302	liangzihu	梁子湖	鄂州	湖北
101200401	xiaogan	孝感	孝感	湖北
101200402	anlu	安陆	孝感	湖北
101200403	yunmeng	云梦	孝感	湖北
101200404	dawu	大悟	孝感	湖北
101200405	yingcheng	应城	孝感	湖北
101200406	hanchuan	汉川	孝感	湖北
101200407	xiaochang	孝昌	孝感	湖北
101200501	huanggang	黄冈	黄冈	湖北
101200502	hongan	红安	黄冈	湖北
101200503	macheng	麻城	黄冈	湖北
101200504	luotian	罗田	黄冈	湖北
101200505	yingshan	英山	黄冈	湖北
101200506	xishui	浠水	黄冈	湖北
101200507	qichun	蕲春	黄冈	湖北
101200508	huangmei	黄梅	黄冈	湖北
101200509	wuxue	武穴	黄冈	湖北
101200510	tuanfeng	团风	黄冈	湖北
101200601	huangshi	黄石	黄石	湖北
101200602	daye	大冶	黄石	湖北
101200603	yangxin	阳新	黄石	湖北
101200604	tieshan	铁山	黄石	湖北
101200605	xialu	下陆	黄石	湖北
101200606	xisaishan	西塞山	黄石	湖北
101200701	xianning	咸宁	咸宁	湖北
101200702	chibi	赤壁	咸宁	湖北
101200703	jiayu	嘉鱼	咸宁	湖北
101200704	chongyang	崇阳	咸宁	湖北
101200705	tongcheng	通城	咸宁	湖北
101200706	tongshan	通山	咸宁	湖北
101200801	jingzhou	荆州	荆州	湖北
101200802	jiangling	江陵	荆州	湖北
101200803	gongan	公安	荆州	湖北
101200804	shishou	石首	荆州	湖北
101200805	jianli	监利	荆州	湖北
101200806	honghu	洪湖	荆州	湖北
101200807	songzi	松滋	荆州	湖北
101200901	yichang	宜昌	宜昌	湖北
101200902	yuanan	远安	宜昌	湖北
101200903	zigui	秭归	宜昌	湖北
101200904	xingshan	兴山	宜昌	湖北
101200906	wufeng	五峰	宜昌	湖北
101200907	dangyang	当阳	宜昌	湖北
101200908	changyang	长阳	宜昌	湖北
101200909	yidu	宜都	宜昌	湖北
101200910	zhijiang	枝江	宜昌	湖北
101200911	sanxia	三峡	宜昌	湖北
101200912	yiling	夷陵	宜昌	湖北
101201001	enshi	恩施	恩施	湖北
101201002	lichuan	利川	恩施	湖北
101201003	jianshi	建始	恩施	湖北
101201004	xianfeng	咸丰	恩施	湖北
101201005	xuanen	宣恩	恩施	湖北
101201006	hefeng	鹤峰	恩施	湖北
101201007	laifeng	来凤	恩施	湖北
101201008	badong	巴东	恩施	湖北
101201101	shiyan	十堰	十堰	湖北
101201102	zhuxi	竹溪	十堰	湖北
101201103	yunxi	郧西	十堰	湖北
101201104	yunxian	郧县	十堰	湖北
101201105	zhushan	竹山	十堰	湖北
101201106	fangxian	房县	十堰	湖北
101201107	danjiangkou	丹江口	十堰	湖北
101201108	maojian	茅箭	十堰	湖北
101201109	zhangwan	张湾	十堰	湖北
101201201	shennongjia	神农架	神农架	湖北
101201301	suizhou	随州	随州	湖北
101201302	guangshui	广水	随州	湖北
101201401	jingmen	荆门	荆门	湖北
101201402	zhongxiang	钟祥	荆门	湖北
101201403	jingshan	京山	荆门	湖北
101201404	duodao	掇刀	荆门	湖北
101201405	shayang	沙洋	荆门	湖北
101201406	shashi	沙市	荆州	湖北
101201501	tianmen	天门	天门	湖北
101201601	xiantao	仙桃	仙桃	湖北
101201701	qianjiang	潜江	潜江	湖北
101210101	hangzhou	杭州	杭州	浙江
101210102	xiaoshan	萧山	杭州	浙江
101210103	tonglu	桐庐	杭州	浙江
101210104	chunan	淳安	杭州	浙江
101210105	jiande	建德	杭州	浙江
101210106	yuhang	余杭	杭州	浙江
101210107	linan	临安	杭州	浙江
101210108	fuyang	富阳	杭州	浙江
101210201	huzhou	湖州	湖州	浙江
101210202	changxing	长兴	湖州	浙江
101210203	anji	安吉	湖州	浙江
101210204	deqing	德清	湖州	浙江
101210301	jiaxing	嘉兴	嘉兴	浙江
101210302	jiashan	嘉善	嘉兴	浙江
101210303	haining	海宁	嘉兴	浙江
101210304	tongxiang	桐乡	嘉兴	浙江
101210305	pinghu	平湖	嘉兴	浙江
101210306	haiyan	海盐	嘉兴	浙江
101210401	ningbo	宁波	宁波	浙江
101210403	cixi	慈溪	宁波	浙江
101210404	yuyao	余姚	宁波	浙江
101210405	fenghua	奉化	宁波	浙江
101210406	xiangshan	象山	宁波	浙江
101210408	ninghai	宁海	宁波	浙江
101210410	beilun	北仑	宁波	浙江
101210411	yinzhou	鄞州	宁波	浙江
101210412	zhenhai	镇海	宁波	浙江
101210501	shaoxing	绍兴	绍兴	浙江
101210502	zhuji	诸暨	绍兴	浙江
101210503	shangyu	上虞	绍兴	浙江
101210504	xinchang	新昌	绍兴	浙江
101210505	shengzhou	嵊州	绍兴	浙江
101210601	taizhou	台州	台州	浙江
101210603	yuhuan	玉环	台州	浙江
101210604	sanmen	三门	台州	浙江
101210605	tiantai	天台	台州	浙江
101210606	xianju	仙居	台州	浙江
101210607	wenling	温岭	台州	浙江
101210609	hongjia	洪家	台州	浙江
101210610	linhai	临海	台州	浙江
101210611	jiaojiang	椒江	台州	浙江
101210612	huangyan	黄岩	台州	浙江
101210613	luqiao	路桥	台州	浙江
101210701	wenzhou	温州	温州	浙江
101210702	taishun	泰顺	温州	浙江
101210703	wencheng	文成	温州	浙江
101210704	pingyang	平阳	温州	浙江
101210705	ruian	瑞安	温州	浙江
101210706	dongtou	洞头	温州	浙江
101210707	yueqing	乐清	温州	浙江
101210708	yongjia	永嘉	温州	浙江
101210709	cangnan	苍南	温州	浙江
101210801	lishui	丽水	丽水	浙江
101210802	suichang	遂昌	丽水	浙江
101210803	longquan	龙泉	丽水	浙江
101210804	jinyun	缙云	丽水	浙江
101210805	qingtian	青田	丽水	浙江
101210806	yunhe	云和	丽水	浙江
101210807	qingyuan	庆元	丽水	浙江
101210808	songyang	松阳	丽水	浙江
101210809	jingning	景宁	丽水	浙江
101210901	jinhua	金华	金华	浙江
101210902	pujiang	浦江	金华	浙江
101210903	lanxi	兰溪	金华	浙江
101210904	yiwu	义乌	金华	浙江
101210905	dongyang	东阳	金华	浙江
101210906	wuyi	武义	金华	浙江
101210907	yongkang	永康	金华	浙江
101210908	panan	磐安	金华	浙江
101211001	quzhou	衢州	衢州	浙江
101211002	changshan	常山	衢州	浙江
101211003	kaihua	开化	衢州	浙江
101211004	longyou	龙游	衢州	浙江
101211005	jiangshan	江山	衢州	浙江
101211006	qujiang	衢江	衢州	浙江
101211101	zhoushan	舟山	舟山	浙江
101211102	shengsi	嵊泗	舟山	浙江
101211104	daishan	岱山	舟山	浙江
101211105	putuo	普陀	舟山	浙江
101211106	dinghai	定海	舟山	浙江
101220101	hefei	合肥	合肥	安徽
101220102	changfeng	长丰	合肥	安徽
101220103	feidong	肥东	合肥	安徽
101220104	feixi	肥西	合肥	安徽
101220105	chaohu	巢湖	合肥	安徽
101220106	lujiang	庐江	合肥	安徽
101220201	bengbu	蚌埠	蚌埠	安徽
101220202	huaiyuan	怀远	蚌埠	安徽
101220203	guzhen	固镇	蚌埠	安徽
101220204	wuhe	五河	蚌埠	安徽
101220301	wuhu	芜湖	芜湖	安徽
101220302	fanyang	繁昌	芜湖	安徽
101220303	wuhuxian	芜湖县	芜湖	安徽
101220304	nanling	南陵	芜湖	安徽
101220305	wuwei	无为	芜湖	安徽
101220401	huainan	淮南	淮南	安徽
101220402	fengtai	凤台	淮南	安徽
101220403	panji	潘集	淮南	安徽
101220501	maanshan	马鞍山	马鞍山	安徽
101220502	dangtu	当涂	马鞍山	安徽
101220503	hanshan	含山	马鞍山	安徽
101220504	hexian	和县	马鞍山	安徽
101220601	anqing	安庆	安庆	安徽
101220602	zongyang	枞阳	安庆	安徽
101220603	taihu	太湖	安庆	安徽
101220604	qianshan	潜山	安庆	安徽
101220605	huaining	怀宁	安庆	安徽
101220606	susong	宿松	安庆	安徽
101220607	wangjiang	望江	安庆	安徽
101220608	yuexi	岳西	安庆	安徽
101220609	tongcheng	桐城	安庆	安徽
101220701	suzhou	宿州	宿州	安徽
101220702	dangshan	砀山	宿州	安徽
101220703	lingbi	灵璧	宿州	安徽
101220704	sixian	泗县	宿州	安徽
101220705	xiaoxian	萧县	宿州	安徽
101220801	fuyang	阜阳	阜阳	安徽
101220802	funan	阜南	阜阳	安徽
101220803	yingshang	颍上	阜阳	安徽
101220804	linquan	临泉	阜阳	安徽
101220805	jieshou	界首	阜阳	安徽
101220806	taihe	太和	阜阳	安徽
101220901	bozhou	亳州	亳州	安徽
101220902	guoyang	涡阳	亳州	安徽
101220903	lixin	利辛	亳州	安徽
101220904	mengcheng	蒙城	亳州	安徽
101221001	huangshan	黄山	黄山	安徽
101221002	huangshanqu	黄山区	黄山	安徽
101221003	tunxi	屯溪	黄山	安徽
101221004	qimen	祁门	黄山	安徽
101221005	yixian	黟县	黄山	安徽
101221006	shexian	歙县	黄山	安徽
101221007	xiuning	休宁	黄山	安徽
101221008	huangshanfengjingqu	黄山风景区	黄山	安徽
101221101	chuzhou	滁州	滁州	安徽
101221102	fengyang	凤阳	滁州	安徽
101221103	mingguang	明光	滁州	安徽
101221104	dingyuan	定远	滁州	安徽
101221105	quanjiao	全椒	滁州	安徽
101221106	laian	来安	滁州	安徽
101221107	tianchang	天长	滁州	安徽
101221201	huaibei	淮北	淮北	安徽
101221202	suixi	濉溪	淮北	安徽
101221301	tongling	铜陵	铜陵	安徽
101221401	xuancheng	宣城	宣城	安徽
101221402	jingxian	泾县	宣城	安徽
101221403	jingde	旌德	宣城	安徽
101221404	ningguo	宁国	宣城	安徽
101221405	jixi	绩溪	宣城	安徽
101221406	guangde	广德	宣城	安徽
101221407	langxi	郎溪	宣城	安徽
101221501	luan	六安	六安	安徽
101221502	huoqiu	霍邱	六安	安徽
101221503	shouxian	寿县	六安	安徽
101221505	jinzhai	金寨	六安	安徽
101221506	huoshan	霍山	六安	安徽
101221507	shucheng	舒城	六安	安徽
101221701	chizhou	池州	池州	安徽
101221702	dongzhi	东至	池州	安徽
101221703	qingyang	青阳	池州	安徽
101221704	jiuhuashan	九华山	池州	安徽
101221705	shitai	石台	池州	安徽
101230101	fuzhou	福州	福州	福建
101230102	minqing	闽清	福州	福建
101230103	minhou	闽侯	福州	福建
101230104	luoyuan	罗源	福州	福建
101230105	lianjiang	连江	福州	福建
101230107	yongtai	永泰	福州	福建
101230108	pingtan	平潭	福州	福建
101230110	changle	长乐	福州	福建
101230111	fuqing	福清	福州	福建
101230201	xiamen	厦门	厦门	福建
101230202	tongan	同安	厦门	福建
101230301	ningde	宁德	宁德	福建
101230302	gutian	古田	宁德	福建
101230303	xiapu	霞浦	宁德	福建
101230304	shouning	寿宁	宁德	福建
101230305	zhouning	周宁	宁德	福建
101230306	fuan	福安	宁德	福建
101230307	zherong	柘荣	宁德	福建
101230308	fuding	福鼎	宁德	福建
101230309	pingnan	屏南	宁德	福建
101230401	putian	莆田	莆田	福建
101230402	xianyou	仙游	莆田	福建
101230403	xiuyugang	秀屿港	莆田	福建
101230404	hanjiang	涵江	莆田	福建
101230405	xiuyu	秀屿	莆田	福建
101230406	licheng	荔城	莆田	福建
101230407	chengxiang	城厢	莆田	福建
101230501	quanzhou	泉州	泉州	福建
101230502	anxi	安溪	泉州	福建
101230504	yongchun	永春	泉州	福建
101230505	dehua	德化	泉州	福建
101230506	nanan	南安	泉州	福建
101230507	chongwu	崇武	泉州	福建
101230508	huian	惠安	泉州	福建
101230509	jinjiang	晋江	泉州	福建
101230510	shishi	石狮	泉州	福建
101230601	zhangzhou	漳州	漳州	福建
101230602	changtai	长泰	漳州	福建
101230603	nanjing	南靖	漳州	福建
101230604	pinghe	平和	漳州	福建
101230605	longhai	龙海	漳州	福建
101230606	zhangpu	漳浦	漳州	福建
101230607	zhaoan	诏安	漳州	福建
101230608	dongshan	东山	漳州	福建
101230609	yunxiao	云霄	漳州	福建
101230610	huaan	华安	漳州	福建
101230701	longyan	龙岩	龙岩	福建
101230702	changting	长汀	龙岩	福建
101230703	liancheng	连城	龙岩	福建
101230704	wuping	武平	龙岩	福建
101230705	shanghang	上杭	龙岩	福建
101230706	yongding	永定	龙岩	福建
101230707	zhangping	漳平	龙岩	福建
101230801	sanming	三明	三明	福建
101230802	ninghua	宁化	三明	福建
101230803	qingliu	清流	三明	福建
101230804	taining	泰宁	三明	福建
101230805	jiangle	将乐	三明	福建
101230806	jianning	建宁	三明	福建
101230807	mingxi	明溪	三明	福建
101230808	shaxian	沙县	三明	福建
101230809	youxi	尤溪	三明	福建
101230810	yongan	永安	三明	福建
101230811	datian	大田	三明	福建
101230901	nanping	南平	南平	福建
101230902	shunchang	顺昌	南平	福建
101230903	guangze	光泽	南平	福建
101230904	shaowu	邵武	南平	福建
101230905	wuyishan	武夷山	南平	福建
101230906	pucheng	浦城	南平	福建
101230907	jianyang	建阳	南平	福建
101230908	songxi	松溪	南平	福建
101230909	zhenghe	政和	南平	福建
101230910	jianou	建瓯	南平	福建
101231001	diaoyudao	钓鱼岛	钓鱼岛	福建
101240101	nanchang	南昌	南昌	江西
101240102	xinjian	新建	南昌	江西
101240103	nanchangxian	南昌县	南昌	江西
101240104	anyi	安义	南昌	江西
101240105	jinxian	进贤	南昌	江西
101240201	jiujiang	九江	九江	江西
101240202	ruichang	瑞昌	九江	江西
101240203	lushan	庐山	九江	江西
101240204	wuning	武宁	九江	江西
101240205	dean	德安	九江	江西
101240206	yongxiu	永修	九江	江西
101240207	hukou	湖口	九江	江西
101240208	pengze	彭泽	九江	江西
101240209	xingzi	星子	九江	江西
101240210	duchang	都昌	九江	江西
101240212	xiushui	修水	九江	江西
101240301	shangrao	上饶	上饶	江西
101240302	poyang	鄱阳	上饶	江西
101240303	wuyuan	婺源	上饶	江西
101240305	yugan	余干	上饶	江西
101240306	wannian	万年	上饶	江西
101240307	dexing	德兴	上饶	江西
101240308	shangraoxian	上饶县	上饶	江西
101240309	yiyang	弋阳	上饶	江西
101240310	hengfeng	横峰	上饶	江西
101240311	yanshan	铅山	上饶	江西
101240312	yushan	玉山	上饶	江西
101240313	guangfeng	广丰	上饶	江西
101240401	fuzhou	抚州	抚州	江西
101240402	guangchang	广昌	抚州	江西
101240403	anle	乐安	抚州	江西
101240404	chongren	崇仁	抚州	江西
101240405	jinxi	金溪	抚州	江西
101240406	zixi	资溪	抚州	江西
101240407	yihuang	宜黄	抚州	江西
101240408	nancheng	南城	抚州	江西
101240409	nanfeng	南丰	抚州	江西
101240410	lichuan	黎川	抚州	江西
101240411	dongxiang	东乡	抚州	江西
101240501	yichun	宜春	宜春	江西
101240502	tonggu	铜鼓	宜春	江西
101240503	yifeng	宜丰	宜春	江西
101240504	wanzai	万载	宜春	江西
101240505	shanggao	上高	宜春	江西
101240506	jingan	靖安	宜春	江西
101240507	fengxin	奉新	宜春	江西
101240508	gaoan	高安	宜春	江西
101240509	zhangshu	樟树	宜春	江西
101240510	fengcheng	丰城	宜春	江西
101240601	jian	吉安	吉安	江西
101240602	jianxian	吉安县	吉安	江西
101240603	jishui	吉水	吉安	江西
101240604	xingan	新干	吉安	江西
101240605	xiajiang	峡江	吉安	江西
101240606	yongfeng	永丰	吉安	江西
101240607	yongxin	永新	吉安	江西
101240608	jinggangshan	井冈山	吉安	江西
101240609	wanan	万安	吉安	江西
101240610	suichuan	遂川	吉安	江西
101240611	taihe	泰和	吉安	江西
101240612	anfu	安福	吉安	江西
101240613	ninggang	宁冈	吉安	江西
101240701	ganzhou	赣州	赣州	江西
101240702	chongyi	崇义	赣州	江西
101240703	shangyou	上犹	赣州	江西
101240704	nankang	南康	赣州	江西
101240705	dayu	大余	赣州	江西
101240706	xinfeng	信丰	赣州	江西
101240707	ningdu	宁都	赣州	江西
101240708	shicheng	石城	赣州	江西
101240709	ruijin	瑞金	赣州	江西
101240710	yudu	于都	赣州	江西
101240711	huichang	会昌	赣州	江西
101240712	anyuan	安远	赣州	江西
101240713	quannan	全南	赣州	江西
101240714	longnan	龙南	赣州	江西
101240715	dingnan	定南	赣州	江西
101240716	xunwu	寻乌	赣州	江西
101240717	xingguo	兴国	赣州	江西
101240718	ganxian	赣县	赣州	江西
101240801	jingdezhen	景德镇	景德镇	江西
101240802	leping	乐平	景德镇	江西
101240803	fuliang	浮梁	景德镇	江西
101240901	pingxiang	萍乡	萍乡	江西
101240902	lianhua	莲花	萍乡	江西
101240903	shangli	上栗	萍乡	江西
101240904	anyuan	安源	萍乡	江西
101240905	luxi	芦溪	萍乡	江西
101240906	xiangdong	湘东	萍乡	江西
101241001	xinyu	新余	新余	江西
101241002	fenyi	分宜	新余	江西
101241101	yingtan	鹰潭	鹰潭	江西
101241102	yujiang	余江	鹰潭	江西
101241103	guixi	贵溪	鹰潭	江西
101250101	changsha	长沙	长沙	湖南
101250102	ningxiang	宁乡	长沙	湖南
101250103	liuyang	浏阳	长沙	湖南
101250104	mapoling	马坡岭	长沙	湖南
101250105	wangcheng	望城	长沙	湖南
101250201	xiangtan	湘潭	湘潭	湖南
101250202	shaoshan	韶山	湘潭	湖南
101250203	xiangxiang	湘乡	湘潭	湖南
101250301	zhuzhou	株洲	株洲	湖南
101250302	youxian	攸县	株洲	湖南
101250303	liling	醴陵	株洲	湖南
101250305	chaling	茶陵	株洲	湖南
101250306	yanling	炎陵	株洲	湖南
101250401	hengyang	衡阳	衡阳	湖南
101250402	hengshan	衡山	衡阳	湖南
101250403	hengdong	衡东	衡阳	湖南
101250404	qidong	祁东	衡阳	湖南
101250405	hengyangxian	衡阳县	衡阳	湖南
101250406	changning	常宁	衡阳	湖南
101250407	hengnan	衡南	衡阳	湖南
101250408	leiyang	耒阳	衡阳	湖南
101250409	nanyue	南岳	衡阳	湖南
101250501	chenzhou	郴州	郴州	湖南
101250502	guiyang	桂阳	郴州	湖南
101250503	jiahe	嘉禾	郴州	湖南
101250504	yizhang	宜章	郴州	湖南
101250505	linwu	临武	郴州	湖南
101250507	zixing	资兴	郴州	湖南
101250508	rucheng	汝城	郴州	湖南
101250509	anren	安仁	郴州	湖南
101250510	yongxing	永兴	郴州	湖南
101250511	guidong	桂东	郴州	湖南
101250512	suxian	苏仙	郴州	湖南
101250601	changde	常德	常德	湖南
101250602	anxiang	安乡	常德	湖南
101250603	taoyuan	桃源	常德	湖南
101250604	hanshou	汉寿	常德	湖南
101250605	lixian	澧县	常德	湖南
101250606	linli	临澧	常德	湖南
101250607	shimen	石门	常德	湖南
101250608	jinshi	津市	常德	湖南
101250700	yiyang	益阳	益阳	湖南
101250701	heshanqu	赫山区	益阳	湖南
101250702	nanxian	南县	益阳	湖南
101250703	taojiang	桃江	益阳	湖南
101250704	anhua	安化	益阳	湖南
101250705	yuanjiang	沅江	益阳	湖南
101250801	loudi	娄底	娄底	湖南
101250802	shuangfeng	双峰	娄底	湖南
101250803	lengshuijiang	冷水江	娄底	湖南
101250805	xinhua	新化	娄底	湖南
101250806	lianyuan	涟源	娄底	湖南
101250901	shaoyang	邵阳	邵阳	湖南
101250902	longhui	隆回	邵阳	湖南
101250903	dongkou	洞口	邵阳	湖南
101250904	xinshao	新邵	邵阳	湖南
101250905	shaodong	邵东	邵阳	湖南
101250906	suining	绥宁	邵阳	湖南
101250907	xinning	新宁	邵阳	湖南
101250908	wugang	武冈	邵阳	湖南
101250909	chengbu	城步	邵阳	湖南
101250910	shaoyangxian	邵阳县	邵阳	湖南
101251001	yueyang	岳阳	岳阳	湖南
101251002	huarong	华容	岳阳	湖南
101251003	xiangyin	湘阴	岳阳	湖南
101251004	miluo	汨罗	岳阳	湖南
101251005	pingjiang	平江	岳阳	湖南
101251006	linxiang	临湘	岳阳	湖南
101251101	zhangjiajie	张家界	张家界	湖南
101251102	sangzhi	桑植	张家界	湖南
101251103	cili	慈利	张家界	湖南
101251104	wulingyuan	武陵源	张家界	湖南
101251201	huaihua	怀化	怀化	湖南
101251203	yuanling	沅陵	怀化	湖南
101251204	chenxi	辰溪	怀化	湖南
101251205	jingzhou	靖州	怀化	湖南
101251206	huitong	会同	怀化	湖南
101251207	tongdao	通道	怀化	湖南
101251208	mayang	麻阳	怀化	湖南
101251209	xinhuang	新晃	怀化	湖南
101251210	zhijiang	芷江	怀化	湖南
101251211	xupu	溆浦	怀化	湖南
101251212	zhongfang	中方	怀化	湖南
101251213	hongjiang	洪江	怀化	湖南
101251401	yongzhou	永州	永州	湖南
101251402	qiyang	祁阳	永州	湖南
101251403	dongan	东安	永州	湖南
101251404	shuangpai	双牌	永州	湖南
101251405	daoxian	道县	永州	湖南
101251406	ningyuan	宁远	永州	湖南
101251407	jiangyong	江永	永州	湖南
101251408	lanshan	蓝山	永州	湖南
101251409	xintian	新田	永州	湖南
101251410	jianghua	江华	永州	湖南
101251411	lengshuitan	冷水滩	永州	湖南
101251501	jishou	吉首	湘西	湖南
101251502	baojing	保靖	湘西	湖南
101251503	yongshun	永顺	湘西	湖南
101251504	guzhang	古丈	湘西	湖南
101251505	fenghuang	凤凰	湘西	湖南
101251506	luxi	泸溪	湘西	湖南
101251507	longshan	龙山	湘西	湖南
101251508	huayuan	花垣	湘西	湖南
101260101	guiyang	贵阳	贵阳	贵州
101260102	baiyun	白云	贵阳	贵州
101260103	huaxi	花溪	贵阳	贵州
101260104	wudang	乌当	贵阳	贵州
101260105	xifeng	息烽	贵阳	贵州
101260106	kaiyang	开阳	贵阳	贵州
101260107	xiuwen	修文	贵阳	贵州
101260108	qingzhen	清镇	贵阳	贵州
101260109	xiaohe	小河	贵阳	贵州
101260110	yunyan	云岩	贵阳	贵州
101260111	nanming	南明	贵阳	贵州
101260201	zunyi	遵义	遵义	贵州
101260202	zunyixian	遵义县	遵义	贵州
101260203	renhuai	仁怀	遵义	贵州
101260204	suiyang	绥阳	遵义	贵州
101260205	meitan	湄潭	遵义	贵州
101260206	fenggang	凤冈	遵义	贵州
101260207	tongzi	桐梓	遵义	贵州
101260208	chishui	赤水	遵义	贵州
101260209	xishui	习水	遵义	贵州
101260210	daozhen	道真	遵义	贵州
